id,postulante_id,dni,postulante,convocatoria,concepto,tipo_pago,monto,voucher,fecha_pago,estado_pago,observacion
207,2904,72854262,Nadia Quispe Molina,2024-II,Derecho de admision,Admisión,220.0,V-2024B00594,2024-09-03,Validado,
208,4620,76098705,Héctor Paredes Sánchez,2026-I,Derecho de admision,Admisión,220.0,V-2026A00945,2026-03-12,Validado,
209,5000,77689834,Jhon Pilco Álvarez,2025-II,Derecho de admision,Admisión,240.0,V-2025B01001,2025-08-01,Validado,
210,3245,78321461,Juan Apaza Alonso,2024-I,Derecho de admision,Admisión,220.0,V-2024A00676,2024-03-04,Validado,
211,4827,79537549,Nadia Rocío Rodríguez Moreno,2026-I,Derecho de admision,Admisión,220.0,V-2026A00980,2026-03-11,Observado,Falta comprobante
212,6434,71546795,Fatima Quispe Delgado,2026-I,Derecho de admision,Admisión,220.0,V-2026A01324,2026-03-09,Observado,Monto no coincide
213,117,76064832,Alejandro Soto Iglesias,2025-I,Derecho de admision,Admisión,220.0,V-2025A00020,2025-03-22,Pendiente,Esperando verificacion
214,6408,76809868,Javier López Fernández,2026-I,Derecho de admision,Admisión,220.0,V-2026A01316,2026-03-01,Validado,
215,517,71709062,Marco Flores Delgado,2025-II,Derecho de admision,Admisión,220.0,V-2025B00123,2025-08-11,Pendiente,
216,3104,70951041,Andrea Ccallo Romero,2026-I,Derecho de admision,Admisión,240.0,V-2026A00623,2026-03-23,Validado,
217,3286,75838738,Víctor Erick Sánchez Cabrera,2024-I,Derecho de admision,Admisión,220.0,V-2024A00682,2024-03-03,Validado,
218,7370,75040091,Fatima Puma Moran,2023-II,Derecho de admision,Admisión,220.0,V-2024A00160,2023-08-05,Pendiente,
219,1925,70044673,Stephanie Liseth Pilco González,2026-I,Derecho de admision,Admisión,240.0,V-2026A00377,2026-03-04,Validado,
220,2841,71502424,Miguel Ángel Apaza Molina,2026-I,Derecho de admision,Admisión,220.0,V-2026A00578,2026-03-30,Validado,
221,4088,79278126,Patricia Mendoza Lozano,2024-I,Derecho de admision,Admisión,240.0,V-2024A00826,2024-03-27,Pendiente,
222,4051,71221901,Luis Espinoza Sánchez,2024-II,Derecho de admision,Admisión,240.0,V-2024B00809,2024-08-02,Validado,
223,1307,71208104,Lucía Coila Blanco,2025-II,Derecho de admision,Admisión,220.0,V-2025B00275,2025-08-22,Pendiente,
224,3039,79656055,Pablo Rubén Villanueva Cano,2025-II,Derecho de admision,Admisión,240.0,V-2025B00607,2025-08-19,Pendiente,Esperando verificacion
225,3674,74731957,Alejandro Puma Delgado,2024-I,Derecho de admision,Admisión,240.0,V-2024A00745,2024-03-22,Pendiente,
226,3693,74012422,Paola Evelyn Morales Moran,2025-II,Derecho de admision,Admisión,240.0,V-2025B00752,2025-08-12,Validado,
227,2629,78515926,Edwin Condori Lozano,2024-II,Derecho de admision,Admisión,220.0,V-2024B00541,2024-08-31,Validado,
228,6665,77051396,Paola Evelyn Quispe Fernández,2024-II,Derecho de admision,Admisión,240.0,V-2024B01312,2024-08-15,Observado,Voucher ilegible
229,5164,72568433,Valeria Cutipa Delgado,2024-I,Derecho de admision,Admisión,240.0,V-2024A01035,2024-03-06,Observado,Voucher ilegible
230,666,78026757,Jhon Carlos Salazar Sánchez,2024-II,Derecho de admision,Admisión,240.0,V-2024B00134,2024-08-18,Pendiente,Esperando verificacion
231,493,70089942,Patricia Diana Medina Alonso,2024-I,Derecho de admision,Admisión,240.0,V-2024A00098,2024-03-10,Pendiente,Esperando verificacion
232,1772,74830829,Edwin Cristian Coila Sánchez,2026-I,Derecho de admision,Admisión,220.0,V-2026A00348,2026-03-26,Validado,
233,4189,75640267,Carmen Mamani Muñoz,2024-II,Derecho de admision,Admisión,220.0,V-2024B00843,2024-08-07,Pendiente,Esperando verificacion
234,282,79208193,Fatima Liseth Paredes Benítez,2025-I,Derecho de admision,Admisión,240.0,V-2025A00049,2025-03-18,Pendiente,
235,4788,78066933,Jessica Ruiz Muñoz,2025-II,Derecho de admision,Admisión,240.0,V-2025B00959,2025-08-02,Validado,
236,1366,78799989,Milagros Cutipa Núñez,2025-II,Derecho de admision,Admisión,240.0,V-2025B00289,2025-08-23,Pendiente,
237,1046,73475080,Fernando Mamani Fernández,2024-I,Derecho de admision,Admisión,240.0,V-2024A00205,2024-03-09,Validado,
238,7059,76307615,Fernando Castillo Fuentes,2023-I,Derecho de admision,Admisión,220.0,V-2024A00816,2023-03-21,Validado,
239,5120,79776281,Jhon Carlos Villanueva Fernández,2025-I,Derecho de admision,Admisión,220.0,V-2025A01005,2025-03-24,Pendiente,
240,4970,70080591,Alejandro Pilco Fuentes,2024-II,Derecho de admision,Admisión,240.0,V-2024B00987,2024-09-04,Validado,
241,2091,70487474,Xiomara Espinoza Molina,2025-I,Derecho de admision,Admisión,240.0,V-2025A00390,2025-03-21,Validado,
242,5227,70523453,Stephanie Fatima Condori Castro,2025-II,Derecho de admision,Admisión,220.0,V-2025B01048,2025-08-14,Validado,
243,5936,74254152,Juan Carlos Sánchez Blanco,2024-II,Derecho de admision,Admisión,220.0,V-2024B01179,2024-09-01,Validado,
244,5927,75693095,Brenda Pilco Delgado,2026-I,Derecho de admision,Admisión,240.0,V-2026A01225,2026-03-06,Validado,
245,245,76014583,Wilmer Apaza Castro,2026-I,Derecho de admision,Admisión,220.0,V-2026A00042,2026-03-10,Pendiente,
246,7654,74205384,Nadia Rocío Apaza Serrano,2023-II,Derecho de admision,Admisión,220.0,V-2024B00504,2023-08-05,Validado,
247,7074,76715147,Xiomara María Quispe Lozano,2023-I,Derecho de admision,Admisión,220.0,V-2024A00638,2023-03-23,Validado,
248,7573,74857259,Ronal Castillo Aguilar,2023-II,Derecho de admision,Admisión,240.0,V-2024A00021,2023-08-12,Validado,
249,1922,70060547,Liseth Lorena Soto Molina,2024-I,Derecho de admision,Admisión,240.0,V-2024A00385,2024-03-14,Validado,
250,1209,71887656,Marco Ramos Muñoz,2024-II,Derecho de admision,Admisión,220.0,V-2024B00258,2024-09-05,Observado,Falta comprobante
251,5138,74887600,Ana Pérez Cano,2024-II,Derecho de admision,Admisión,220.0,V-2024B01024,2024-08-07,Pendiente,
252,736,72062947,Nadia Fatima Soto Serrano,2025-I,Derecho de admision,Admisión,240.0,V-2025A00126,2025-03-06,Pendiente,
253,6861,79927763,Stephanie Liseth Ramos Carrasco,2023-I,Derecho de admision,Admisión,240.0,V-2024B00543,2023-03-25,Observado,Voucher ilegible
254,1983,72781872,Erick Salazar González,2025-I,Derecho de admision,Admisión,240.0,V-2025A00365,2025-03-18,Validado,
255,7283,71030651,Patricia Pilco Muñoz,2023-II,Derecho de admision,Admisión,220.0,V-2024A01161,2023-08-05,Validado,
256,7501,79243095,Evelyn Villanueva Carrasco,2023-II,Derecho de admision,Admisión,220.0,V-2024A00540,2023-08-09,Validado,
257,1613,76749444,Javier Martínez Álvarez,2026-I,Derecho de admision,Admisión,220.0,V-2026A00315,2026-03-16,Validado,
258,7565,76407940,Patricia Diana Mamani Fernández,2023-II,Derecho de admision,Admisión,220.0,V-2024B00424,2023-08-16,Validado,
259,3725,77587241,Fatima Liseth Ortega Pérez,2025-I,Derecho de admision,Admisión,220.0,V-2025A00718,2025-03-19,Observado,Falta comprobante
260,235,76739741,Raúl Javier Castillo Gutiérrez,2026-I,Derecho de admision,Admisión,220.0,V-2026A00039,2026-03-02,Validado,
261,3731,71449830,Héctor Jorge Condori Cano,2025-I,Derecho de admision,Admisión,220.0,V-2025A00720,2025-03-07,Validado,
262,1571,75499467,David Sánchez Castro,2024-I,Derecho de admision,Admisión,240.0,V-2024A00310,2024-03-01,Validado,
263,3257,73498061,Héctor Jorge Ventura Muñoz,2026-I,Derecho de admision,Admisión,220.0,V-2026A00660,2026-03-15,Validado,
264,6551,70668936,Sandra Vargas Vásquez,2025-II,Derecho de admision,Admisión,240.0,V-2025B01330,2025-08-29,Observado,Falta comprobante
265,4845,76034686,Héctor Alejandro Pilco Martínez,2025-II,Derecho de admision,Admisión,220.0,V-2025B00972,2025-08-24,Pendiente,
266,7499,78951610,Kevin Mendoza Jiménez,2023-II,Derecho de admision,Admisión,220.0,V-2024A00129,2023-08-14,Pendiente,
267,1031,77546867,Héctor Alejandro Ventura Fernández,2025-I,Derecho de admision,Admisión,220.0,V-2025A00187,2025-03-12,Pendiente,Esperando verificacion
268,1098,76082280,Milagros Pérez Delgado,2025-I,Derecho de admision,Admisión,240.0,V-2025A00198,2025-03-07,Pendiente,Esperando verificacion
269,1867,73647625,Rosa Cinthia Mamani González,2026-I,Derecho de admision,Admisión,240.0,V-2026A00363,2026-03-31,Validado,
270,7571,76479928,Víctor Villanueva Castro,2023-II,Derecho de admision,Admisión,240.0,V-2024A00256,2023-08-14,Validado,
271,2015,70932035,Daniela Pérez Blanco,2024-I,Derecho de admision,Admisión,240.0,V-2024A00408,2024-03-14,Pendiente,Esperando verificacion
272,4315,72114284,Erick Ruiz Hidalgo,2024-II,Derecho de admision,Admisión,240.0,V-2024B00870,2024-08-26,Pendiente,Esperando verificacion
273,6080,72884098,Daniela Valeria Castillo Moreno,2024-I,Derecho de admision,Admisión,220.0,V-2024A01216,2024-03-29,Pendiente,Esperando verificacion
274,6116,75695120,Cristian Rodríguez Núñez,2025-II,Derecho de admision,Admisión,240.0,V-2025B01236,2025-09-04,Pendiente,
275,407,73239337,Liseth Coila Muñoz,2026-I,Derecho de admision,Admisión,220.0,V-2026A00083,2026-03-31,Validado,
276,802,78206984,Fernando Pérez Castro,2025-I,Derecho de admision,Admisión,220.0,V-2025A00139,2025-03-06,Validado,
277,157,72448176,Raúl Martínez Molina,2025-I,Derecho de admision,Admisión,240.0,V-2025A00028,2025-03-01,Pendiente,Esperando verificacion
278,5856,72321838,David Ramos Aguilar,2026-I,Derecho de admision,Admisión,240.0,V-2026A01205,2026-03-25,Validado,
279,6858,72249673,Yaneth Pérez Cano,2023-I,Derecho de admision,Admisión,240.0,V-2024A00670,2023-03-27,Observado,Monto no coincide
280,4579,70534818,Stephanie Liseth Ruiz Lozano,2024-II,Derecho de admision,Admisión,240.0,V-2024B00918,2024-09-04,Validado,
281,5317,72544416,Valeria Coila Moran,2024-II,Derecho de admision,Admisión,220.0,V-2024B01061,2024-08-29,Pendiente,Esperando verificacion
282,2198,72900319,Kevin Coila Castro,2024-I,Derecho de admision,Admisión,220.0,V-2024A00445,2024-03-10,Pendiente,Esperando verificacion
283,1211,78701066,David Vargas Cano,2025-I,Derecho de admision,Admisión,240.0,V-2025A00219,2025-03-18,Observado,Monto no coincide
284,4517,71654136,Fatima Liseth Salazar Navarro,2024-II,Derecho de admision,Admisión,220.0,V-2024B00903,2024-09-02,Validado,
285,6816,72494146,Héctor Alejandro León Moran,2023-I,Derecho de admision,Admisión,240.0,V-2024B00911,2023-03-23,Validado,
286,2076,79795850,Edwin Pilco Moran,2025-I,Derecho de admision,Admisión,240.0,V-2025A00386,2025-03-13,Pendiente,
287,5401,77234820,Jessica Puma Muñoz,2025-I,Derecho de admision,Admisión,220.0,V-2025A01061,2025-02-25,Validado,
288,5679,77132090,Javier Coila Carrasco,2024-II,Derecho de admision,Admisión,240.0,V-2024B01132,2024-08-22,Validado,
289,7192,77024278,Daniela Valeria Ruiz Fernández,2023-I,Derecho de admision,Admisión,240.0,V-2024B01085,2023-03-30,Observado,Monto no coincide
290,1449,75252627,Sebastián Ventura Carrasco,2025-II,Derecho de admision,Admisión,240.0,V-2025B00309,2025-08-01,Validado,
291,43,74691890,Fatima Liseth Ccallo Serrano,2025-I,Derecho de admision,Admisión,220.0,V-2025A00007,2025-03-13,Validado,
292,3622,71573407,Alejandro Pérez Muñoz,2024-II,Derecho de admision,Admisión,220.0,V-2024B00732,2024-08-29,Observado,Falta comprobante
293,4888,77516112,Yaneth Villanueva Vásquez,2026-I,Derecho de admision,Admisión,240.0,V-2026A00996,2026-03-20,Pendiente,
294,4762,77001907,Milagros Castillo Fuentes,2025-I,Derecho de admision,Admisión,220.0,V-2025A00930,2025-02-25,Validado,
295,7674,78929753,Ronal Apaza Aguilar,2023-II,Derecho de admision,Admisión,240.0,V-2024A00459,2023-08-06,Pendiente,
296,3323,76325190,Mónica Condori Muñoz,2026-I,Derecho de admision,Admisión,220.0,V-2026A00671,2026-03-17,Validado,
297,1913,73192003,Miguel Campos Vásquez,2025-I,Derecho de admision,Admisión,240.0,V-2025A00349,2025-03-25,Validado,
298,6057,74793632,Karina Ramos Molina,2024-I,Derecho de admision,Admisión,220.0,V-2024A01210,2024-03-04,Observado,Monto no coincide
299,1198,71220511,Xiomara Apaza Molina,2024-I,Derecho de admision,Admisión,220.0,V-2024A00241,2024-03-26,Observado,Monto no coincide
300,2778,79932995,Wilmer Huanca Castro,2024-I,Derecho de admision,Admisión,240.0,V-2024A00563,2024-03-21,Pendiente,Esperando verificacion
301,1142,78828381,Karina Medina Jiménez,2025-I,Derecho de admision,Admisión,220.0,V-2025A00207,2025-03-09,Validado,
302,6375,74127840,Carmen Daniela Huamán Carrasco,2025-II,Derecho de admision,Admisión,240.0,V-2025B01295,2025-09-03,Validado,
303,4711,70519253,Wilmer Salazar Molina,2025-II,Derecho de admision,Admisión,240.0,V-2025B00942,2025-08-11,Validado,
304,2065,74098948,Jessica Condori Blanco,2024-II,Derecho de admision,Admisión,240.0,V-2024B00432,2024-08-05,Validado,
305,6535,79624702,Xiomara María Cutipa Muñoz,2025-II,Derecho de admision,Admisión,240.0,V-2025B01326,2025-08-24,Observado,Voucher ilegible
306,3899,71838649,Wilmer Coila Navarro,2026-I,Derecho de admision,Admisión,220.0,V-2026A00794,2026-03-12,Validado,
307,7337,77075872,Paola Paredes Alonso,2023-II,Derecho de admision,Admisión,240.0,V-2024A00263,2023-08-18,Pendiente,
308,3560,75057031,Sandra Cutipa Muñoz,2025-II,Derecho de admision,Admisión,240.0,V-2025B00717,2025-08-21,Validado,
309,3517,74614647,Luis Huamán Lozano,2025-I,Derecho de admision,Admisión,240.0,V-2025A00674,2025-03-12,Validado,
310,1228,77512186,Xiomara María Reyes Álvarez,2026-I,Derecho de admision,Admisión,220.0,V-2026A00236,2026-03-11,Validado,
311,3051,73401274,Alex Rojas Martínez,2026-I,Derecho de admision,Admisión,240.0,V-2026A00613,2026-03-15,Pendiente,Esperando verificacion
312,5691,74492869,Jhon Carlos García Fernández,2024-II,Derecho de admision,Admisión,220.0,V-2024B01135,2024-08-29,Validado,
313,6183,77153215,Diego Martínez Moreno,2024-I,Derecho de admision,Admisión,240.0,V-2024A01232,2024-03-06,Observado,Falta comprobante
314,3145,71942764,Iván Espinoza Núñez,2025-I,Derecho de admision,Admisión,220.0,V-2025A00596,2025-03-21,Pendiente,
315,3915,70962784,Karina Valeria Vega Fuentes,2025-I,Derecho de admision,Admisión,240.0,V-2025A00749,2025-03-08,Validado,
316,7125,77483576,Marco Castillo Gutiérrez,2023-I,Derecho de admision,Admisión,240.0,V-2024B00132,2023-03-22,Validado,
317,162,78861040,Xiomara Lazo Delgado,2024-II,Derecho de admision,Admisión,220.0,V-2024B00032,2024-08-31,Validado,
318,5393,73316167,Sandra Espinoza Sánchez,2025-I,Derecho de admision,Admisión,220.0,V-2025A01058,2025-02-26,Validado,
319,7159,71300646,Jessica Rodríguez Moreno,2023-I,Derecho de admision,Admisión,220.0,V-2024B00125,2023-03-28,Validado,
320,5565,73570451,Rocío Torres Serrano,2024-I,Derecho de admision,Admisión,220.0,V-2024A01118,2024-03-14,Validado,
321,2791,76617987,Rubén Vega Serrano,2024-I,Derecho de admision,Admisión,220.0,V-2024A00567,2024-03-19,Validado,
322,5404,78007135,Héctor Flores Castro,2025-I,Derecho de admision,Admisión,240.0,V-2025A01062,2025-03-09,Validado,
323,696,78374022,Miguel Ángel Pilco Fuentes,2025-I,Derecho de admision,Admisión,240.0,V-2025A00116,2025-03-10,Pendiente,
324,6421,74188637,Lucía Huamán Carrasco,2025-II,Derecho de admision,Admisión,220.0,V-2025B01303,2025-08-28,Validado,
325,4945,79248579,Patricia Mariana Morales Hidalgo,2024-I,Derecho de admision,Admisión,240.0,V-2024A00993,2024-03-21,Validado,
326,425,71751895,Lucía Cruz Alonso,2025-I,Derecho de admision,Admisión,220.0,V-2025A00073,2025-03-22,Pendiente,
327,4748,71330722,Patricia Diana Quispe Molina,2024-II,Derecho de admision,Admisión,240.0,V-2024B00948,2024-08-29,Observado,Voucher ilegible
328,3981,78778399,Fatima Liseth Ccopa Fuentes,2026-I,Derecho de admision,Admisión,240.0,V-2026A00814,2026-03-31,Pendiente,Esperando verificacion
329,1781,76130921,Ana Ccopa Muñoz,2025-I,Derecho de admision,Admisión,240.0,V-2025A00328,2025-03-16,Validado,
330,5575,74859649,Pablo Salazar Castro,2024-I,Derecho de admision,Admisión,220.0,V-2024A01120,2024-03-04,Pendiente,Esperando verificacion
331,1808,70735785,Paola Soto Delgado,2024-I,Derecho de admision,Admisión,240.0,V-2024A00365,2024-03-01,Validado,
332,3728,72776007,Daniela Valeria Villanueva Delgado,2024-II,Derecho de admision,Admisión,240.0,V-2024B00748,2024-08-08,Validado,
333,1527,73115736,Liseth Ramos Cabrera,2024-II,Derecho de admision,Admisión,220.0,V-2024B00325,2024-08-20,Validado,
334,3064,72987574,Héctor Jorge Campos Martínez,2026-I,Derecho de admision,Admisión,240.0,V-2026A00618,2026-03-21,Validado,
335,7513,71425801,Jhon Mamani Delgado,2023-II,Derecho de admision,Admisión,240.0,V-2024B00310,2023-08-09,Pendiente,
336,768,74905871,Daniela Huanca Moreno,2024-II,Derecho de admision,Admisión,240.0,V-2024B00155,2024-08-08,Pendiente,Esperando verificacion
337,3073,77176846,Liseth Lorena Vega Cabrera,2026-I,Derecho de admision,Admisión,240.0,V-2026A00619,2026-03-28,Validado,
338,582,76285495,Edwin Cristian Condori Moreno,2024-I,Derecho de admision,Admisión,220.0,V-2024A00117,2024-03-01,Pendiente,
339,4903,74916335,Karina Valeria Ccopa Fernández,2024-II,Derecho de admision,Admisión,240.0,V-2024B00979,2024-08-04,Pendiente,
340,4247,74779944,Edwin Cristian Salazar Pérez,2024-II,Derecho de admision,Admisión,240.0,V-2024B00857,2024-08-19,Validado,
341,6561,79537935,Patricia Mariana Ruiz Castro,2026-I,Derecho de admision,Admisión,240.0,V-2026A01359,2026-03-31,Validado,
342,6484,71467471,Carmen Daniela Coila Gutiérrez,2026-I,Derecho de admision,Admisión,240.0,V-2026A01340,2026-03-02,Validado,
343,1033,76199535,Brenda Chávez Alonso,2024-I,Derecho de admision,Admisión,240.0,V-2024A00204,2024-03-21,Validado,
344,1284,77665814,Carmen Cruz Muñoz,2025-II,Derecho de admision,Admisión,220.0,V-2025B00268,2025-09-01,Pendiente,Esperando verificacion
345,6248,78232180,Jessica Vega Sánchez,2024-II,Derecho de admision,Admisión,240.0,V-2024B01232,2024-08-16,Validado,
346,2362,78643954,Héctor Chávez Jiménez,2025-I,Derecho de admision,Admisión,240.0,V-2025A00442,2025-03-24,Pendiente,
347,3369,78121323,Miguel Cutipa Romero,2026-I,Derecho de admision,Admisión,220.0,V-2026A00680,2026-03-07,Pendiente,
348,6961,72569483,Mariana Rojas Cano,2023-I,Derecho de admision,Admisión,240.0,V-2024A00431,2023-03-25,Observado,Falta comprobante
349,4943,73585753,Daniela Medina Moran,2026-I,Derecho de admision,Admisión,240.0,V-2026A01011,2026-03-06,Pendiente,Esperando verificacion
350,289,78088465,Rubén Medina Muñoz,2024-II,Derecho de admision,Admisión,220.0,V-2024B00062,2024-08-29,Observado,Falta comprobante
351,4403,79192831,Rosa Huamán González,2024-I,Derecho de admision,Admisión,220.0,V-2024A00880,2024-03-23,Pendiente,Esperando verificacion
352,732,70757936,Sebastián Mendoza Fuentes,2025-II,Derecho de admision,Admisión,220.0,V-2025B00174,2025-09-03,Validado,
353,298,78528589,Andrea Torres Lozano,2024-II,Derecho de admision,Admisión,220.0,V-2024B00064,2024-08-11,Validado,
354,4590,72356763,Miguel Rodríguez Núñez,2026-I,Derecho de admision,Admisión,240.0,V-2026A00939,2026-03-20,Validado,
355,1077,73532397,Ana Pilco Romero,2025-II,Derecho de admision,Admisión,220.0,V-2025B00233,2025-08-03,Observado,Monto no coincide
356,515,78446974,Daniela Valeria Mamani Iglesias,2024-I,Derecho de admision,Admisión,240.0,V-2024A00105,2024-03-14,Pendiente,
357,1841,75770456,Yaneth Salazar Iglesias,2025-I,Derecho de admision,Admisión,240.0,V-2025A00337,2025-03-12,Validado,
358,1182,79097987,Edwin Soto Molina,2024-I,Derecho de admision,Admisión,240.0,V-2024A00239,2024-03-21,Validado,
359,4787,74015699,Edwin Vargas Navarro,2025-I,Derecho de admision,Admisión,220.0,V-2025A00938,2025-03-19,Validado,
360,2944,78789345,Daniela Valeria Martínez Cabrera,2026-I,Derecho de admision,Admisión,240.0,V-2026A00594,2026-03-27,Validado,
361,344,73604128,Rosa Pilco Molina,2026-I,Derecho de admision,Admisión,240.0,V-2026A00067,2026-03-30,Pendiente,
362,5842,72787597,Ronal Mendoza Vásquez,2024-I,Derecho de admision,Admisión,240.0,V-2024A01176,2024-03-22,Validado,
363,1378,77082070,Wilmer Rodrigo Villanueva Navarro,2025-I,Derecho de admision,Admisión,240.0,V-2025A00248,2025-03-21,Pendiente,
364,7258,72675897,Mónica Huamán Cabrera,2023-II,Derecho de admision,Admisión,240.0,V-2024B01096,2023-08-18,Validado,
365,1690,78666745,Mariana Mendoza Molina,2024-I,Derecho de admision,Admisión,240.0,V-2024A00341,2024-03-02,Validado,
366,2800,72628128,Raúl Pilco Muñoz,2025-I,Derecho de admision,Admisión,240.0,V-2025A00535,2025-03-05,Validado,
367,4541,71539550,Wilmer Castillo Núñez,2025-I,Derecho de admision,Admisión,240.0,V-2025A00885,2025-03-03,Validado,
368,5772,70956370,Stephanie Liseth Ccallo Gutiérrez,2025-I,Derecho de admision,Admisión,220.0,V-2025A01124,2025-03-01,Pendiente,
369,3974,77394735,Fatima Ortega Moran,2025-II,Derecho de admision,Admisión,220.0,V-2025B00798,2025-08-29,Observado,Voucher ilegible
370,7218,72664886,Nadia Cutipa Sánchez,2023-II,Derecho de admision,Admisión,240.0,V-2024B00529,2023-08-05,Validado,
371,690,74527300,Rosa Cinthia Vargas Martínez,2025-II,Derecho de admision,Admisión,220.0,V-2025B00164,2025-08-10,Validado,
372,5126,79098632,Karina Cruz Núñez,2024-II,Derecho de admision,Admisión,220.0,V-2024B01021,2024-09-04,Pendiente,Esperando verificacion
373,702,79679342,Nadia Cárdenas Fuentes,2025-II,Derecho de admision,Admisión,220.0,V-2025B00167,2025-08-21,Pendiente,Esperando verificacion
374,1414,79631704,Evelyn Sánchez Sánchez,2026-I,Derecho de admision,Admisión,220.0,V-2026A00270,2026-03-18,Observado,Monto no coincide
375,3308,73319050,Javier Fernando Castillo Alonso,2024-I,Derecho de admision,Admisión,220.0,V-2024A00688,2024-03-14,Validado,
376,4133,70366701,Stephanie Liseth Mendoza Lozano,2025-I,Derecho de admision,Admisión,240.0,V-2025A00794,2025-03-07,Pendiente,Esperando verificacion
377,3515,79998419,Nadia Sánchez Moreno,2024-I,Derecho de admision,Admisión,240.0,V-2024A00724,2024-03-11,Validado,
378,2447,74862368,Lucía Mamani Moreno,2025-I,Derecho de admision,Admisión,220.0,V-2025A00460,2025-03-20,Pendiente,
379,5038,76470382,Alex Reyes Martínez,2026-I,Derecho de admision,Admisión,220.0,V-2026A01033,2026-03-12,Pendiente,
380,4504,79909352,David Vargas Muñoz,2024-I,Derecho de admision,Admisión,240.0,V-2024A00901,2024-03-14,Validado,
381,325,73150584,Lorena Puma Muñoz,2025-I,Derecho de admision,Admisión,220.0,V-2025A00054,2025-03-14,Pendiente,
382,6372,71812462,Evelyn Lazo Martínez,2024-I,Derecho de admision,Admisión,220.0,V-2024A01263,2024-03-06,Validado,
383,244,74352450,César Morales Núñez,2025-I,Derecho de admision,Admisión,240.0,V-2025A00043,2025-03-20,Validado,
384,4456,79224740,Ricardo Pérez Lozano,2024-II,Comedor universitario,Comedor universitario,87.0,C-00001,2024-08-10,Validado,
385,2611,79981318,José Rodríguez Moran,2025-II,Comedor universitario,Comedor universitario,87.0,C-00002,2025-08-20,Observado,Falta comprobante
386,4720,79139834,Kevin Ortega Navarro,2025-II,Comedor universitario,Comedor universitario,87.0,C-00003,2025-08-30,Validado,
387,177,74669851,Rosa Huamán Lozano,2024-II,Comedor universitario,Comedor universitario,87.0,C-00004,2024-09-04,Validado,
388,1998,70080743,Patricia Diana Soto Moran,2026-I,Comedor universitario,Comedor universitario,87.0,C-00005,2026-03-18,Validado,
389,3036,71589943,Fernando Sánchez Martínez,2025-I,Comedor universitario,Comedor universitario,87.0,C-00006,2025-03-17,Pendiente,
390,5616,75202011,Ricardo Soto Fuentes,2025-II,Comedor universitario,Comedor universitario,87.0,C-00007,2025-08-08,Observado,Falta comprobante
391,4884,70032723,Miguel Ángel Herrera Aguilar,2026-I,Comedor universitario,Comedor universitario,87.0,C-00008,2026-03-13,Observado,Falta comprobante
392,1258,70824629,Jessica Morales Castro,2025-I,Comedor universitario,Comedor universitario,87.0,C-00009,2025-03-06,Validado,
393,409,77163592,Xiomara Cruz Navarro,2025-I,Comedor universitario,Comedor universitario,87.0,C-00010,2025-03-02,Validado,
394,2899,79505551,Evelyn Carmen Reyes Serrano,2025-I,Comedor universitario,Comedor universitario,87.0,C-00011,2025-03-27,Validado,
395,7502,79685310,Claudia Torres Romero,2023-II,Comedor universitario,Comedor universitario,87.0,C-00012,2023-08-13,Validado,
396,5462,70974444,Stephanie Liseth Castillo Fernández,2024-II,Comedor universitario,Comedor universitario,87.0,C-00013,2024-09-02,Validado,
397,2829,70779553,Carmen Daniela Mendoza Gutiérrez,2025-I,Comedor universitario,Comedor universitario,87.0,C-00014,2025-03-27,Validado,
398,7117,73325713,Cristian Soto Moran,2023-I,Comedor universitario,Comedor universitario,87.0,C-00015,2023-03-23,Observado,Falta comprobante
399,6896,76874675,Fatima Liseth Cutipa Molina,2023-I,Comedor universitario,Comedor universitario,87.0,C-00016,2023-03-20,Validado,
400,5064,77717186,Stephanie Ccopa Vásquez,2024-II,Comedor universitario,Comedor universitario,87.0,C-00017,2024-08-03,Validado,
401,3843,74941184,Jessica Martínez Vásquez,2024-I,Comedor universitario,Comedor universitario,87.0,C-00018,2024-03-06,Pendiente,
402,4718,72472421,Wilmer Ruiz Fuentes,2025-II,Comedor universitario,Comedor universitario,87.0,C-00019,2025-09-05,Validado,
403,2143,74242142,Luis Fernando Huamán Lozano,2025-I,Comedor universitario,Comedor universitario,87.0,C-00020,2025-03-10,Validado,
404,6555,78796073,Víctor Rodríguez Blanco,2025-II,Comedor universitario,Comedor universitario,87.0,C-00021,2025-08-22,Observado,Falta comprobante
405,6019,73724049,Cinthia Ccopa Martínez,2024-I,Comedor universitario,Comedor universitario,87.0,C-00022,2024-03-24,Validado,
406,1416,74069009,José Ortega Cano,2026-I,Comedor universitario,Comedor universitario,87.0,C-00023,2026-03-07,Observado,Monto incorrecto
407,2269,77466877,Ronal Ramos Moreno,2025-I,Comedor universitario,Comedor universitario,87.0,C-00024,2025-02-26,Observado,Falta comprobante
408,4184,73664018,Héctor López Pérez,2024-II,Comedor universitario,Comedor universitario,87.0,C-00025,2024-08-12,Pendiente,
409,3140,70056501,Alejandro Castillo Delgado,2026-I,Comedor universitario,Comedor universitario,87.0,C-00026,2026-03-07,Observado,Monto incorrecto
410,6319,74394884,Ana Herrera Jiménez,2025-I,Comedor universitario,Comedor universitario,87.0,C-00027,2025-03-03,Pendiente,
411,7332,74554325,Ricardo Vargas Pérez,2023-II,Comedor universitario,Comedor universitario,87.0,C-00028,2023-08-17,Validado,
